"key","value","expiration"
"key","owner","expiration"
"id","kode_produk","nama_produk","berat_produk","diameter_produk","lebar_produk","keterangan","status","no_gs","created_at","updated_at"
"372","CL24-110772","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3392","3302","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-05 18:41:33","2024-11-05 18:41:33"
"373","CL24-110773","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3389","3299","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-05 18:41:33","2024-11-05 18:41:33"
"374","CL24-110774","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3387","3297","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-05 18:41:33","2024-11-05 18:41:33"
"375","CL24-110775","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3390","3300","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-05 18:41:33","2024-11-05 18:41:33"
"376","CL24-110776","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","2685","2595","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-05 18:41:33","2024-11-05 18:41:33"
"377","CL24-110752","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3229","3139","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"378","CL24-110753","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3235","3145","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"379","CL24-110754","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3235","3145","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"380","CL24-110755","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3239","3149","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"381","CL24-110756","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3241","3151","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"382","CL24-110757","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3099","3009","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"383","CL24-110758","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3411","3321","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"384","CL24-110759","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3412","3322","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-2","2024-11-05 18:41:50","2024-11-05 18:41:50"
"385","CL24-110741","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3278","3188","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:02","2024-11-05 18:42:02"
"386","CL24-110742","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3254","3164","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:02","2024-11-05 18:42:02"
"387","CL24-110743","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3202","3112","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:02","2024-11-05 18:42:02"
"388","CL24-110744","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3212","3122","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:03","2024-11-05 18:42:03"
"389","CL24-110745","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3207","3117","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:03","2024-11-05 18:42:03"
"390","CL24-110746","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3210","3120","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:03","2024-11-05 18:42:03"
"391","CL24-110747","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","2963","2873","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:03","2024-11-05 18:42:03"
"392","CL24-110748","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 1219mm AZ200 G300 NEXALUME® Acrylic Coated AFP","3650","3560","KGS","TAURANGA, NZ ","PO 34878 / RIVERLEA","SOX24-24100-3","2024-11-05 18:42:03","2024-11-05 18:42:03"
"393","SL24-111940-1","NEXALUME® COIL ","1.20mm x 214mm AZ150 G550 NEXALUME® Acrylic Coated AFP","3562","3472","KGS","MELBOURNE, AUSTRALIA","DURABUILT PRODUCTS PTY LTD","SOX24-24103-2","2024-11-05 18:54:52","2024-11-05 18:54:52"
"394","SL24-111940-2","NEXALUME® COIL ","1.20mm x 214mm AZ150 G550 NEXALUME® Acrylic Coated AFP","3562","3472","KGS","MELBOURNE, AUSTRALIA","DURABUILT PRODUCTS PTY LTD","SOX24-24103-2","2024-11-05 18:54:52","2024-11-05 18:54:52"
"395","CL24-110760","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3411","3321","KGS","TAURANGA, NZ ","PO35010 / RIVERLEA","SOX24-24105","2024-11-05 19:45:22","2024-11-05 19:45:22"
"396","CL24-110761","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3392","3302","KGS","TAURANGA, NZ ","PO35010 / RIVERLEA","SOX24-24105","2024-11-05 19:45:22","2024-11-05 19:45:22"
"397","CL24-110762","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3328","3238","KGS","TAURANGA, NZ ","PO35010 / RIVERLEA","SOX24-24105","2024-11-05 19:45:22","2024-11-05 19:45:22"
"398","CL24-110778","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4444","4354","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"399","CL24-110779","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4438","4348","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"400","CL24-110780","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4432","4342","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"401","CL24-110782","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4319","4229","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"402","CL24-110783","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4307","4217","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"403","CL24-110784","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4421","4331","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"404","CL24-110785","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4123","4033","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"405","CL24-110786","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","3848","3758","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"406","CL24-110787","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4682","4592","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"407","CL24-110788","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4698","4608","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"408","CL24-110789","NEXALUME® COIL ","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","4442","4352","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 01:45:45","2024-11-06 01:45:45"
"409","SL24-107106-2 D-E-F","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","2805","2715","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"410","SL24-112023-1 A-B-C","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","4161","4071","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"411","SL24-112023-2 D-E-F","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","4161","4071","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"412","SL24-112027-1 A-B-C","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","3984","3894","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"413","SL24-112027-2 D-E-F","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","3989","3899","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"414","SL24-112025-1 A-B-C","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","3936","3846","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"415","SL24-112025-2 D-E-F","NEXALUME® COIL, AS - 1397","0.75mm x 182mm AZ150 G550 NEXALUME® TINTED PURPLE UNGU ULUWATU DS","3936","3846","KGS","SYDNEY, AUSTRALIA","CON FORM GROUP PTY LTD","SOX24-24101","2024-11-06 18:17:50","2024-11-06 18:17:50"
"416","CL24-110781","NEXALUME® COIL","0.30mm x 855mm AZ150 G550 NEXALUME® Acrylic Coated AFP","3717","3627","KGS","BRISBANE, AUSTRALIA","MAUPITI PTY LTD","SOX24-24099","2024-11-06 19:01:11","2024-11-06 19:01:11"
"417","CL24-110766","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3075","2985","KGS","TAURANGA, NZ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-06 19:06:23","2024-11-06 19:06:23"
"418","CL24-110767","NEXALUME ® COIL AS / NZ - 1397","0.40mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3074","2984","KGS","TAURANGA, NZ","PO 34878 / RIVERLEA","SOX24-24100-1","2024-11-06 19:06:23","2024-11-06 19:06:23"
"419","SL24-106319-1 A-B-C-D","NEXALUME® COIL, AS - 1397, AFP","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4358","4268","KGS","PORT BRISBANE, AU","PO - 2132","SOX24-24107","2024-11-06 20:15:06","2024-11-06 20:15:06"
"420","SL24-106319-2 E-F-G","NEXALUME® COIL, AS - 1397, AFP","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","3291","3201","KGS","PORT BRISBANE, AU","PO - 2132","SOX24-24107","2024-11-06 20:15:06","2024-11-06 20:15:06"
"421","SL24-106320-1 A-B-C-D","NEXALUME® COIL, AS - 1397, AFP","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4390","4300","KGS","PORT BRISBANE, AU","PO - 2132","SOX24-24107","2024-11-06 20:15:06","2024-11-06 20:15:06"
"422","SL24-106320-2 E-F-G","NEXALUME® COIL, AS - 1397, AFP","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","3315","3225","KGS","PORT BRISBANE, AU","PO - 2132","SOX24-24107","2024-11-06 20:15:06","2024-11-06 20:15:06"
"423","SL24-106321-1 A-B-C-D","NEXALUME® COIL, AS - 1397, AFP","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","4290","4200","KGS","PORT BRISBANE, AU","PO - 2132","SOX24-24107","2024-11-06 20:15:06","2024-11-06 20:15:06"
"424","SL24-106321-2 E-F-G","NEXALUME® COIL, AS - 1397, AFP","0.95mm x 173mm AZ150 G550 NEXALUME® TINTED GREEN - HIJAU BUARAN","3240","3150","KGS","PORT BRISBANE, AU","PO - 2132","SOX24-24107","2024-11-06 20:15:06","2024-11-06 20:15:06"
"425","SL24-112154 A-B-C","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 225mm Z275 G300 NEXCOLOR® GRANDE Napier Black /
Hamilton Grey DS","4155","4065","KGS","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-1","2024-11-11 23:27:39","2024-11-11 23:27:39"
"426","SL24-112156 A-B-C","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 225mm Z275 G300 NEXCOLOR® GRANDE Napier Black /
Hamilton Grey DS","3834","3744","KGS","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-1","2024-11-11 23:27:39","2024-11-11 23:27:39"
"427","SL24-112155 A-B","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 200mm Z275 G300 NEXCOLOR® GRANDE Napier Black / Hamilton Grey DS","2498","2408","KG","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-2","2024-11-11 23:40:07","2024-11-11 23:40:07"
"428","SL24-112157 A-B","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 200mm Z275 G300 NEXCOLOR® GRANDE Napier Black / Hamilton Grey DS","2310","2220","KG","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-2","2024-11-11 23:40:07","2024-11-11 23:40:07"
"433","SL24-112101 A-B-C","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 225mm Z275 G300 NEXCOLOR® GRANDE Wellington Brown / Belgrave Grey DS","3630","3540","KGS","NAPIER, NZ","PO14972 / STORETECH","SOX24-24102-2","2024-11-12 00:16:54","2024-11-12 00:16:54"
"435","SL24-112100 A-B","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 200mm Z275 G300 NEXCOLOR® GRANDE Wellington Brown / Belgrave Grey DS","2188","2098","KGS","NAPIER, NZ","PO14972 / STORETECH","SOX24-24102-1","2024-11-12 00:59:02","2024-11-12 00:59:02"
"436","SL24-112158 A-B-C","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 225mm Z275 G300 NEXCOLOR® GRANDE Napier Black /Hamilton Grey DS","4116","4026","KGS","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-1","2024-11-12 01:23:55","2024-11-12 01:23:55"
"437","SL24-112160 A-B-C","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 225mm Z275 G300 NEXCOLOR® GRANDE Napier Black /Hamilton Grey DS","3891","3801","KGS","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-1","2024-11-12 01:23:55","2024-11-12 01:23:55"
"438","SL24-112159 A-B","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 200mm Z275 G300 NEXCOLOR® GRANDE Napier Black /Hamilton Grey DS","2476","2386","KGS","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-2","2024-11-12 01:31:40","2024-11-12 01:31:40"
"439","SL24-112161 A-B","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 200mm Z275 G300 NEXCOLOR® GRANDE Napier Black /Hamilton Grey DS","2344","2254","KGS","NAPIER, NZ","PO14813 / STORETECH","SOX24-24087-2","2024-11-12 01:31:40","2024-11-12 01:31:40"
"440","CL24-111295","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3331","3241","KGS","TAURANGA, NZ ","PO35010 / RIVERLEA","SOX24-24105","2024-11-19 08:06:46","2024-11-19 08:06:46"
"441","CL24-111296","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3306","3216","KGS","TAURANGA, NZ ","PO35010 / RIVERLEA","SOX24-24105","2024-11-19 08:06:46","2024-11-19 08:06:46"
"442","CL24-111297","NEXALUME ® COIL AS / NZ - 1397","0.55mm x 938mm AZ200 G550 NEXALUME® Acrylic Coated AFP","3046","2956","KGS","TAURANGA, NZ ","PO35010 / RIVERLEA","SOX24-24105","2024-11-19 08:06:46","2024-11-19 08:06:46"
"443","SL24-111738 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4074","3984","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-19 11:20:41","2024-11-19 11:20:41"
"444","SL24-111757 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","5205","5115","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-19 11:20:41","2024-11-19 11:20:41"
"445","SL24-111764 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4215","4125","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-19 11:20:41","2024-11-19 11:20:41"
"446","SL24-111733 - 2 C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","1651","1561","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"447","SL24-111758 - 2 C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","1536","1536","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"448","SL24-111733 - 1 A-B","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","2781","2691","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"449","SL24-111758 - 1 A-B","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","3162","3072","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"450","SL24-112274 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4335","4245","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"451","SL24-112275 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","3942","3852","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"452","SL24-112276 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4725","4635","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"453","SL24-112277 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4815","4725","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"454","SL24-112278 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4803","4713","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 08:42:37","2024-11-20 08:42:37"
"455","SL24-112279 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4809","4719","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"456","SL24-112280 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4485","4395","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"457","SL24-112281 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4887","4797","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"458","SL24-112282 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4884","4794","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"459","SL24-112283 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4473","4383","KG","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-21 10:17:12"
"460","SL24-112284 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4878","4788","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"461","SL24-112285 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4884","4794","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"462","SL24-112286 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4905","4815","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"463","SL24-112287 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4818","4728","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"464","SL24-112288 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4899","4809","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-20 15:04:41","2024-11-20 15:04:41"
"465","CI24-111240","NEXIUM ® COIL AS / NZ - 1397","1.45mm x 1035mm Z450 G500 NEXIUM® PASSIVATION","4677","4587","KG","TAURANGA, NZ","PO - 10454 / VALA GROUP LTD","SOX24-24084","2024-11-21 09:31:04","2024-11-21 10:24:22"
"466","CI24-111241","NEXIUM ® COIL AS / NZ - 1397","1.45mm x 1035mm Z450 G500 NEXIUM® PASSIVATION","4624","4534","KGS","TAURANGA, NZ","PO - 10454 / VALA GROUP LTD","SOX24-24084","2024-11-21 09:31:04","2024-11-21 09:31:04"
"467","CI24-111242","NEXIUM ® COIL AS / NZ - 1397","1.45mm x 1035mm Z450 G500 NEXIUM® PASSIVATION","4655","4565","KGS","TAURANGA, NZ","PO - 10454 / VALA GROUP LTD","SOX24-24084","2024-11-21 09:31:04","2024-11-21 09:31:04"
"468","SL24-112098 A-B","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 200mm Z275 G300 NEXCOLOR® GRANDE Wellington Brown / Belgrave Grey DS","1676","1586","KGS","NAPIER, NZ","PO14972 / STORETECH","SOX24-24102-1","2024-11-21 11:21:30","2024-11-21 11:21:30"
"469","SL24-112099 A-B-C","NEXCOLOR® COIL AS / NZS - 2728","0.75mm x 225mm Z275 G300 NEXCOLOR® GRANDE Wellington Brown / Belgrave Grey DS","2709","2619","KGS","NAPIER, NZ","PO14972 / STORETECH","SOX24-24102-2","2024-11-21 11:35:47","2024-11-21 11:35:47"
"470","SL24-112290 A-B-C","NEXIUM® COIL, AS 1397","0.40mm x 385.5mm Z200 G250 NEXIUM® PASSIVATION","4782","4692","KGS","MELBOURNE, AUSTRALIA","SPEEDPANEL SYSTEMS PTY LTD","SOX24-24104","2024-11-22 08:11:26","2024-11-22 08:11:26"
